Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.123512,,Cancel,46819479,,,-1000,,,
0.123533,,Cancel,46819467,,,-1000,,,
0.123539,,Cancel,46818635,,,-1000,,,
0.123539,,Insert,46819519,0,B,1000,34929,G,
0.123557,,Cancel,46816935,,,-1000,,,
0.123557,,Insert,46819527,0,A,1000,40198,G,
0.123608,,Cancel,46816843,,,-3000,,,
0.123653,,Insert,46819575,0,B,1000,37615,G,
0.123725,,Cancel,46816687,,,-4000,,,
0.12446,,Cancel,46814003,,,-4000,,,
0.124858,,Cancel,46815351,,,-1000,,,
0.124968,,Cancel,46815067,,,-1000,,,
0.125021,,Insert,46819751,0,B,1000,37612,G,
0.125046,,Insert,46819759,0,B,1000,37615,G,
0.125112,,Insert,46819779,0,B,1000,37615,G,
0.125228,,Cancel,46818331,,,-3000,,,
0.125274,,Cancel,46819759,,,-1000,,,
0.125346,,Cancel,46818627,,,-3000,,,
0.125489,,Cancel,46819527,,,-1000,,,
0.125489,,Insert,46819871,0,A,1000,40199,G,
0.12574,,Cancel,46819475,,,-1000,,,
0.125855,,Insert,46820011,0,B,1000,37616,G,
0.125912,,Cancel,46807239,,,-1000,,,
0.125948,,Cancel,46819519,,,-1000,,,
0.125948,,Insert,46820031,0,B,1000,34930,G,
0.125962,,Cancel,46820011,,,-1000,,,
0.125983,,Cancel,46819219,,,-360,,,
0.126036,,Insert,46820051,0,A,1000,37617,G,
0.126052,,Insert,46820055,0,B,1000,37616,G,
0.126056,,Cancel,46820031,,,-1000,,,
0.126056,,Insert,46820059,0,B,1000,34929,G,
0.126124,,Cancel,46820059,,,-1000,,,
0.126124,,Insert,46820067,0,B,1000,34930,G,
0.126181,,Cancel,46819463,,,-100,,,
0.126227,,Cancel,46819375,,,-80,,,
0.126316,,Insert,46820131,0,B,3000,37610,G,
0.126395,,Insert,46820159,0,B,3000,37610,G,
0.126456,,Cancel,46820051,,,-1000,,,
0.126891,,Insert,46820303,0,B,90,37616,G,
0.127203,,Insert,46820383,0,B,130,37616,G,
0.127267,,Insert,46820399,0,B,1000,37616,G,
0.1336,,Cancel,46803859,,,-4000,,,
0.134662,,Insert,46820995,0,B,4000,37613,G,
0.136251,,Insert,46821523,0,B,10000,37600,G,
0.139319,,Cancel,46807163,,,-1000,,,
0.139354,,Insert,46821835,0,A,1000,37627,G,
0.139356,,Insert,46821839,0,A,1000,37627,G,
0.139372,,Insert,46821843,0,B,1000,37613,G,
0.139376,,Insert,46821847,0,A,1000,37618,G,
0.139479,,Insert,46821863,0,B,1000,37616,G,
0.139519,,Cancel,46821863,,,-1000,,,
0.139749,,Cancel,46821843,,,-1000,,,
0.139823,,Cancel,46819871,,,-1000,,,
0.139823,,Insert,46821927,0,A,1000,40200,G,
0.139969,,Cancel,46820067,,,-1000,,,
0.139969,,Insert,46821963,0,B,1000,34931,G,
0.14037,,Cancel,46806943,,,-3000,,,
0.14739,,Insert,46822531,0,B,1000,37601,G,
0.147616,,Insert,46822559,0,B,1000,37617,G,
0.147676,,Cancel,46806495,,,-1000,,,
0.147703,,Cancel,46806491,,,-1000,,,
0.147703,,Cancel,46806503,,,-1000,,,
0.150784,,Insert,46822979,0,B,110,37617,G,
0.150968,,Insert,46823019,0,B,120,37617,G,
0.15097,,Cancel,46817219,,,-3000,,,
0.151478,,Cancel,46817235,,,-3000,,,
0.151628,,Insert,1267574,0,A,110,37617,F,
0.151628,,Insert,1267575,0,A,120,37617,F,
0.151628,,Cancel,46822559,,,-770,,,
0.151652,,Insert,46823123,0,A,300,37618,G,
0.151654,,Cancel,46820995,,,-4000,,,
0.151654,,Insert,46823127,0,B,4000,37612,G,
0.151756,,Insert,46823147,0,A,1000,37618,G,
0.151827,,Cancel,46819311,,,-60,,,
0.15184,,Insert,46823167,0,A,100,37618,G,
0.151896,,Insert,46823179,0,A,8000,37618,G,
0.151949,,Insert,46823187,0,A,40,37618,G,
0.151951,,Cancel,46822531,,,-1000,,,
0.151956,,Insert,46823191,0,A,1000,37618,G,
0.151962,,Cancel,46823167,,,-100,,,
0.151986,,Insert,46823199,0,A,1000,37633,G,
0.152012,,Cancel,46823187,,,-40,,,
0.152015,,Cancel,46823191,,,-1000,,,
0.15632,,Insert,46823451,0,B,3000,37611,G,
0.156414,,Insert,46823455,0,B,3000,37611,G,
0.159802,,Insert,46823667,0,A,8000,37618,G,
0.159809,,Insert,46823671,0,A,3000,37618,G,
0.159819,,Insert,46823683,0,A,3000,37618,G,
0.159834,,Cancel,46820383,,,-130,,,
0.159841,,Cancel,46820303,,,-90,,,
0.159889,,Insert,46823691,0,A,3000,37620,G,
0.160116,,Insert,46823707,0,A,1000,37618,G,
0.160204,,Insert,46823715,0,A,1000,37618,G,
0.160227,,Cancel,46823671,,,-3000,,,
0.160227,,Insert,46823719,0,A,3000,37617,G,
0.160227,,Cancel,46823707,,,-1000,,,
0.160227,,Insert,46823723,0,A,1000,37617,G,
0.160251,,Cancel,46821835,,,-1000,,,
0.160253,,Cancel,46821839,,,-1000,,,
0.160255,,Cancel,46823179,,,-8000,,,
0.160257,,Cancel,46821963,,,-1000,,,
0.160257,,Insert,46823739,0,B,1000,34930,G,
0.160257,,Cancel,46823667,,,-8000,,,
0.160261,,Insert,46823743,0,A,1000,37617,G,
0.160274,,Cancel,46821927,,,-1000,,,
0.160274,,Insert,46823747,0,A,1000,40199,G,
0.16032,,Cancel,46823723,,,-1000,,,
0.160336,,Cancel,46823199,,,-1000,,,
0.160343,,Insert,46823767,0,A,1000,37632,G,
0.160398,,Cancel,46823743,,,-1000,,,
0.160456,,Insert,46823775,0,A,1000,37617,G,
0.164466,,Insert,46824047,0,A,8000,37617,G,
0.164758,,Cancel,46820055,,,-1000,,,
0.164815,,Cancel,46820399,,,-1000,,,
0.16485,,Cancel,46821523,,,-10000,,,
0.165342,,Cancel,46819751,,,-1000,,,
0.165402,,Insert,46824143,0,B,1000,37616,G,
0.165423,,Cancel,46823123,,,-300,,,
0.16543,,Insert,46824151,0,B,3000,37612,G,
0.167124,,Cancel,46824143,,,-1000,,,
0.169477,,Insert,46824427,0,A,1470,37625,G,
0.169502,,Cancel,46824427,,,-1470,,,
0.176706,,Insert,46824911,0,A,8000,37617,G,
0.179591,,Insert,46825023,0,A,1000,37617,G,
0.183531,,Cancel,46823739,,,-1000,,,
0.183531,,Insert,46825459,0,B,1000,34929,G,
0.183631,,Cancel,46823747,,,-1000,,,
0.183631,,Insert,46825471,0,A,1000,40198,G,
0.183773,,Insert,46825503,0,A,1000,37616,G,
0.1838,,Cancel,46824047,,,-8000,,,
0.1838,,Cancel,46824911,,,-8000,,,
0.183803,,Cancel,46825503,,,-1000,,,
0.183807,,Insert,46825507,0,A,1000,37616,G,
0.183817,,Insert,46825511,0,B,1000,37600,G,
0.183969,,Cancel,46819779,,,-1000,,,
0.19243,,Insert,46826367,0,A,3000,37637,G,
0.198706,,Cancel,46825511,,,-1000,,,
0.200321,,Cancel,7086129,,,-10000,,,
0.200321,,Cancel,7086130,,,-10000,,,
0.200321,,Insert,7086131,1,A,10000,37621,G,
0.200321,,Insert,7086132,1,B,10000,37610,G,
0.203811,,Cancel,46819491,,,-270,,,
0.210812,,Cancel,46825507,,,-1000,,,
0.210844,,Insert,46827291,0,A,1000,37616,G,
0.21087,,Cancel,46827291,,,-1000,,,
