Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
79.75,Extorter,Trade,636,1,A,9,101,,-18
79.75,Extorter,Hedge,636,0,B,9,100.0,,
79.75,,Insert,641,1,A,9,99,G,
79.75,Extorter,Trade,635,1,B,9,99,,-18
79.75,Extorter,Hedge,635,0,A,9,100.0,,
79.766,Random player,Cancel,635,,,-10,,,
79.766,Random player,Cancel,636,,,-10,,,
79.766,Extorter,Cancel,635,,,-1,,,
79.766,Extorter,Cancel,636,,,-1,,,
79.766,Extorter,Insert,637,1,B,10,99,G,
79.766,Random player,Insert,637,1,B,10,100,G,
79.766,Random player,Insert,638,1,A,10,101,G,
79.766,Extorter,Insert,638,1,A,10,100,G,
79.766,Random player,Trade,637,1,B,10,100,,-20
79.766,Random player,Hedge,637,0,A,10,100.0,,
79.766,Extorter,Trade,638,1,A,10,100,,40
79.766,Extorter,Hedge,638,0,B,10,100.0,,
80.0,,Insert,642,1,B,9,101,G,
80.0,Random player,Trade,638,1,A,9,101,,-18
80.0,Random player,Hedge,638,0,B,9,100.0,,
80.0,,Insert,643,1,A,9,99,G,
80.0,Extorter,Trade,637,1,B,9,99,,-18
80.0,Extorter,Hedge,637,0,A,9,100.0,,
80.016,Extorter,Cancel,637,,,-1,,,
80.016,Random player,Cancel,638,,,-1,,,
80.016,Extorter,Insert,639,1,B,10,99,G,
80.016,Random player,Insert,639,1,B,10,99,G,
80.016,Random player,Insert,640,1,A,10,101,G,
80.016,Extorter,Insert,640,1,A,10,100,G,
80.25,Extorter,Cancel,639,,,-10,,,
80.25,Extorter,Cancel,640,,,-10,,,
80.25,Extorter,Insert,641,1,B,10,99,G,
80.25,Extorter,Insert,642,1,A,10,101,G,
80.25,Random player,Cancel,639,,,-10,,,
80.25,Random player,Cancel,640,,,-10,,,
80.25,Random player,Insert,641,1,B,10,99,G,
80.25,Random player,Insert,642,1,A,10,100,G,
80.25,,Insert,644,1,B,9,101,G,
80.25,Random player,Trade,642,1,A,9,100,,-18
80.25,Random player,Hedge,642,0,B,9,100.0,,
80.25,,Insert,645,1,A,9,99,G,
80.25,Extorter,Trade,641,1,B,9,99,,-18
80.25,Extorter,Hedge,641,0,A,9,100.0,,
80.5,Extorter,Cancel,641,,,-1,,,
80.5,Extorter,Cancel,642,,,-10,,,
80.5,Random player,Cancel,641,,,-10,,,
80.5,Random player,Cancel,642,,,-1,,,
80.5,Extorter,Insert,643,1,B,10,100,G,
80.5,Extorter,Insert,644,1,A,10,101,G,
80.5,Random player,Insert,643,1,B,10,100,G,
80.5,Random player,Insert,644,1,A,10,101,G,
80.5,,Insert,646,1,B,9,101,G,
80.5,Extorter,Trade,644,1,A,9,101,,-18
80.5,Extorter,Hedge,644,0,B,9,100.0,,
80.5,,Insert,647,1,A,9,99,G,
80.5,Extorter,Trade,643,1,B,9,100,,-18
80.5,Extorter,Hedge,643,0,A,9,100.0,,
80.75,,Insert,648,1,B,9,101,G,
80.75,Extorter,Trade,644,1,A,1,101,,-2
80.75,Extorter,Hedge,644,0,B,1,100.0,,
80.75,Random player,Trade,644,1,A,8,101,,-16
80.75,Random player,Hedge,644,0,B,8,100.0,,
80.75,,Insert,649,1,A,9,99,G,
80.75,Extorter,Trade,643,1,B,1,100,,-2
80.75,Extorter,Hedge,643,0,A,1,100.0,,
80.75,Random player,Trade,643,1,B,8,100,,-16
80.75,Random player,Hedge,643,0,A,8,100.0,,
80.766,Random player,Cancel,643,,,-2,,,
80.766,Random player,Cancel,644,,,-2,,,
80.766,Random player,Insert,645,1,B,10,100,G,
80.766,Extorter,Insert,645,1,B,10,99,G,
80.766,Extorter,Insert,646,1,A,10,101,G,
80.766,Random player,Insert,646,1,A,10,101,G,
81.0,,Insert,650,1,B,9,101,G,
81.0,Extorter,Trade,646,1,A,9,101,,-18
81.0,Extorter,Hedge,646,0,B,9,100.0,,
81.0,,Insert,651,1,A,9,99,G,
81.0,Random player,Trade,645,1,B,9,100,,-18
81.0,Random player,Hedge,645,0,A,9,100.0,,
81.016,Random player,Cancel,645,,,-1,,,
81.016,Extorter,Cancel,645,,,-10,,,
81.016,Extorter,Cancel,646,,,-1,,,
81.016,Random player,Cancel,646,,,-10,,,
81.016,Random player,Insert,647,1,B,10,100,G,
81.016,Random player,Insert,648,1,A,10,101,G,
81.016,Extorter,Insert,647,1,B,10,100,G,
81.016,Extorter,Insert,648,1,A,10,101,G,
81.25,Extorter,Cancel,647,,,-10,,,
81.25,Extorter,Cancel,648,,,-10,,,
81.25,Extorter,Insert,649,1,B,10,100,G,
81.25,Extorter,Insert,650,1,A,10,101,G,
81.25,Random player,Cancel,647,,,-10,,,
81.25,Random player,Cancel,648,,,-10,,,
81.25,Random player,Insert,649,1,B,10,99,G,
81.25,Random player,Insert,650,1,A,10,101,G,
81.25,,Insert,652,1,B,9,101,G,
81.25,Extorter,Trade,650,1,A,9,101,,-18
81.25,Extorter,Hedge,650,0,B,9,100.0,,
81.25,,Insert,653,1,A,9,99,G,
81.25,Extorter,Trade,649,1,B,9,100,,-18
81.25,Extorter,Hedge,649,0,A,9,100.0,,
81.5,,Insert,654,1,B,9,101,G,
81.5,Extorter,Trade,650,1,A,1,101,,-2
81.5,Extorter,Hedge,650,0,B,1,100.0,,
81.5,Random player,Trade,650,1,A,8,101,,-16
81.5,Random player,Hedge,650,0,B,8,100.0,,
81.5,,Insert,655,1,A,9,99,G,
81.5,Extorter,Trade,649,1,B,1,100,,-2
81.5,Extorter,Hedge,649,0,A,1,100.0,,
81.5,Random player,Trade,649,1,B,8,99,,-16
81.5,Random player,Hedge,649,0,A,8,100.0,,
81.516,Random player,Cancel,649,,,-2,,,
81.516,Random player,Cancel,650,,,-2,,,
81.516,Extorter,Insert,651,1,B,10,99,G,
81.516,Random player,Insert,651,1,B,10,99,G,
81.516,Random player,Insert,652,1,A,10,100,G,
81.516,Extorter,Insert,652,1,A,10,101,G,
81.75,,Insert,656,1,B,9,101,G,
81.75,Random player,Trade,652,1,A,9,100,,-18
81.75,Random player,Hedge,652,0,B,9,100.0,,
81.75,,Insert,657,1,A,9,99,G,
81.75,Extorter,Trade,651,1,B,9,99,,-18
81.75,Extorter,Hedge,651,0,A,9,100.0,,
81.766,Random player,Cancel,651,,,-10,,,
81.766,Extorter,Cancel,651,,,-1,,,
81.766,Extorter,Cancel,652,,,-10,,,
81.766,Random player,Cancel,652,,,-1,,,
81.766,Random player,Insert,653,1,B,10,99,G,
81.766,Random player,Insert,654,1,A,10,100,G,
81.766,Extorter,Insert,653,1,B,10,100,G,
81.766,Random player,Trade,654,1,A,10,100,,-20
81.766,Random player,Hedge,654,0,B,10,100.0,,
81.766,Extorter,Trade,653,1,B,10,100,,40
81.766,Extorter,Hedge,653,0,A,10,100.0,,
81.766,Extorter,Insert,654,1,A,10,101,G,
82.0,Extorter,Cancel,654,,,-10,,,
82.0,Random player,Cancel,653,,,-10,,,
82.0,Extorter,Insert,655,1,B,10,99,G,
82.0,Extorter,Insert,656,1,A,10,101,G,
82.0,Random player,Insert,655,1,B,10,99,G,
82.0,Random player,Insert,656,1,A,10,101,G,
82.0,,Insert,658,1,B,9,101,G,
82.0,Extorter,Trade,656,1,A,9,101,,-18
82.0,Extorter,Hedge,656,0,B,9,100.0,,
82.0,,Insert,659,1,A,9,99,G,
82.0,Extorter,Trade,655,1,B,9,99,,-18
82.0,Extorter,Hedge,655,0,A,9,100.0,,
82.25,,Insert,660,1,B,9,101,G,
82.25,Extorter,Trade,656,1,A,1,101,,-2
82.25,Extorter,Hedge,656,0,B,1,100.0,,
82.25,Random player,Trade,656,1,A,8,101,,-16
82.25,Random player,Hedge,656,0,B,8,100.0,,
82.25,,Insert,661,1,A,9,99,G,
82.25,Extorter,Trade,655,1,B,1,99,,-2
82.25,Extorter,Hedge,655,0,A,1,100.0,,
82.25,Random player,Trade,655,1,B,8,99,,-16
82.25,Random player,Hedge,655,0,A,8,100.0,,
82.266,Random player,Cancel,655,,,-2,,,
82.266,Random player,Cancel,656,,,-2,,,
82.266,Extorter,Insert,657,1,B,10,99,G,
82.266,Extorter,Insert,658,1,A,10,101,G,
82.266,Random player,Insert,657,1,B,10,99,G,
82.266,Random player,Insert,658,1,A,10,101,G,
82.5,,Insert,662,1,B,9,101,G,
82.5,Extorter,Trade,658,1,A,9,101,,-18
82.5,Extorter,Hedge,658,0,B,9,100.0,,
82.5,,Insert,663,1,A,9,99,G,
82.5,Extorter,Trade,657,1,B,9,99,,-18
82.5,Extorter,Hedge,657,0,A,9,100.0,,
82.516,Random player,Cancel,657,,,-10,,,
82.516,Extorter,Cancel,657,,,-1,,,
82.516,Extorter,Cancel,658,,,-1,,,
82.516,Random player,Cancel,658,,,-10,,,
82.516,Random player,Insert,659,1,B,10,99,G,
82.516,Random player,Insert,660,1,A,10,101,G,
82.516,Extorter,Insert,659,1,B,10,99,G,
82.516,Extorter,Insert,660,1,A,10,100,G,
82.75,Random player,Cancel,659,,,-10,,,
82.75,Extorter,Cancel,659,,,-10,,,
82.75,Extorter,Cancel,660,,,-10,,,
82.75,Random player,Cancel,660,,,-10,,,
82.75,Random player,Insert,661,1,B,10,99,G,
82.75,Random player,Insert,662,1,A,10,100,G,
82.75,Extorter,Insert,661,1,B,10,99,G,
82.75,Extorter,Insert,662,1,A,10,101,G,
82.75,,Insert,664,1,B,9,101,G,
82.75,Random player,Trade,662,1,A,9,100,,-18
82.75,Random player,Hedge,662,0,B,9,100.0,,
82.75,,Insert,665,1,A,9,99,G,
82.75,Random player,Trade,661,1,B,9,99,,-18
82.75,Random player,Hedge,661,0,A,9,100.0,,
83.0,,Insert,666,1,B,9,101,G,
83.0,Random player,Trade,662,1,A,1,100,,-2
83.0,Random player,Hedge,662,0,B,1,100.0,,
83.0,Extorter,Trade,662,1,A,8,101,,-16
83.0,Extorter,Hedge,662,0,B,8,100.0,,
83.0,,Insert,667,1,A,9,99,G,
83.0,Random player,Trade,661,1,B,1,99,,-2
83.0,Random player,Hedge,661,0,A,1,100.0,,
83.0,Extorter,Trade,661,1,B,8,99,,-16
83.0,Extorter,Hedge,661,0,A,8,100.0,,
83.016,Extorter,Cancel,661,,,-2,,,
83.016,Extorter,Cancel,662,,,-2,,,
83.016,Extorter,Insert,663,1,B,10,100,G,
83.016,Extorter,Insert,664,1,A,10,101,G,
83.016,Random player,Insert,663,1,B,10,100,G,
83.016,Random player,Insert,664,1,A,10,101,G,
83.25,Extorter,Cancel,663,,,-10,,,
83.25,Extorter,Cancel,664,,,-10,,,
83.25,Random player,Cancel,663,,,-10,,,
83.25,,Insert,668,1,B,9,101,G,
83.25,Random player,Trade,664,1,A,9,101,,-18
83.25,Random player,Hedge,664,0,B,9,100.0,,
83.25,,Insert,669,1,A,9,99,G,
83.266,Random player,Cancel,664,,,-1,,,
83.266,Extorter,Insert,665,1,B,10,99,G,
83.266,Extorter,Trade,665,1,B,9,99,,36
83.266,Extorter,Hedge,665,0,A,9,100.0,,
83.266,Extorter,Insert,666,1,A,10,100,G,
83.266,Random player,Insert,665,1,B,10,100,G,
83.266,Extorter,Trade,666,1,A,10,100,,-20
83.266,Extorter,Hedge,666,0,B,10,100.0,,
83.266,Random player,Trade,665,1,B,10,100,,40
83.266,Random player,Hedge,665,0,A,10,100.0,,
83.266,Random player,Insert,666,1,A,10,101,G,
83.5,Extorter,Cancel,665,,,-1,,,
83.5,Random player,Cancel,666,,,-10,,,
83.5,Extorter,Insert,667,1,B,10,100,G,
83.5,Extorter,Insert,668,1,A,10,101,G,
83.5,Random player,Insert,667,1,B,10,99,G,
83.5,,Insert,670,1,B,9,101,G,
83.5,Extorter,Trade,668,1,A,9,101,,-18
83.5,Extorter,Hedge,668,0,B,9,100.0,,
83.5,,Insert,671,1,A,9,99,G,
83.5,Extorter,Trade,667,1,B,9,100,,-18
83.5,Extorter,Hedge,667,0,A,9,100.0,,
83.516,Random player,Insert,668,1,A,10,100,G,
83.516,Extorter,Trade,667,1,B,1,100,,-2
83.516,Extorter,Hedge,667,0,A,1,100.0,,
83.516,Random player,Trade,668,1,A,1,100,,4
83.516,Random player,Hedge,668,0,B,1,100.0,,
83.75,Extorter,Cancel,668,,,-1,,,
83.75,Random player,Cancel,667,,,-10,,,
83.75,Random player,Cancel,668,,,-9,,,
83.75,Extorter,Insert,669,1,B,10,99,G,
83.75,Extorter,Insert,670,1,A,10,101,G,
83.75,Random player,Insert,669,1,B,10,99,G,
83.75,Random player,Insert,670,1,A,10,101,G,
83.75,,Insert,672,1,B,9,101,G,
83.75,Extorter,Trade,670,1,A,9,101,,-18
83.75,Extorter,Hedge,670,0,B,9,100.0,,
83.75,,Insert,673,1,A,9,99,G,
83.75,Extorter,Trade,669,1,B,9,99,,-18
83.75,Extorter,Hedge,669,0,A,9,100.0,,
84.0,,Insert,674,1,B,9,101,G,
84.0,Extorter,Trade,670,1,A,1,101,,-2
84.0,Extorter,Hedge,670,0,B,1,100.0,,
84.0,Random player,Trade,670,1,A,8,101,,-16
84.0,Random player,Hedge,670,0,B,8,100.0,,
84.0,,Insert,675,1,A,9,99,G,
84.0,Extorter,Trade,669,1,B,1,99,,-2
84.0,Extorter,Hedge,669,0,A,1,100.0,,
84.0,Random player,Trade,669,1,B,8,99,,-16
84.0,Random player,Hedge,669,0,A,8,100.0,,
84.016,Random player,Cancel,669,,,-2,,,
84.016,Random player,Cancel,670,,,-2,,,
84.016,Random player,Insert,671,1,B,10,99,G,
84.016,Extorter,Insert,671,1,B,10,100,G,
84.016,Extorter,Insert,672,1,A,10,101,G,
84.016,Random player,Insert,672,1,A,10,101,G,
84.25,,Insert,676,1,B,9,101,G,
84.25,Extorter,Trade,672,1,A,9,101,,-18
84.25,Extorter,Hedge,672,0,B,9,100.0,,
84.25,,Insert,677,1,A,9,99,G,
84.25,Extorter,Trade,671,1,B,9,100,,-18
84.25,Extorter,Hedge,671,0,A,9,100.0,,
84.266,Extorter,Cancel,671,,,-1,,,
84.266,Extorter,Cancel,672,,,-1,,,
84.266,Random player,Cancel,671,,,-10,,,
84.266,Random player,Cancel,672,,,-10,,,
84.266,Extorter,Insert,673,1,B,10,99,G,
84.266,Extorter,Insert,674,1,A,10,101,G,
84.266,Random player,Insert,673,1,B,10,100,G,
84.266,Random player,Insert,674,1,A,10,101,G,
84.5,Extorter,Cancel,673,,,-10,,,
84.5,Extorter,Cancel,674,,,-10,,,
84.5,Extorter,Insert,675,1,B,10,99,G,
84.5,Extorter,Insert,676,1,A,10,100,G,
84.5,Random player,Trade,673,1,B,10,100,,-20
84.5,Random player,Hedge,673,0,A,10,100.0,,
84.5,Extorter,Trade,676,1,A,10,100,,40
84.5,Extorter,Hedge,676,0,B,10,100.0,,
84.5,Random player,Cancel,674,,,-10,,,
84.5,Random player,Insert,675,1,B,10,99,G,
84.5,Random player,Insert,676,1,A,10,101,G,
84.5,,Insert,678,1,B,9,101,G,
84.5,Random player,Trade,676,1,A,9,101,,-18
84.5,Random player,Hedge,676,0,B,9,100.0,,
84.5,,Insert,679,1,A,9,99,G,
84.5,Extorter,Trade,675,1,B,9,99,,-18
84.5,Extorter,Hedge,675,0,A,9,100.0,,
84.75,,Insert,680,1,B,9,101,G,
84.75,Random player,Trade,676,1,A,1,101,,-2
84.75,Random player,Hedge,676,0,B,1,100.0,,
84.75,,Insert,681,1,A,9,99,G,
84.75,Extorter,Trade,675,1,B,1,99,,-2
84.75,Extorter,Hedge,675,0,A,1,100.0,,
84.766,Random player,Cancel,675,,,-10,,,
84.766,Extorter,Insert,677,1,B,10,100,G,
84.766,Extorter,Insert,678,1,A,10,101,G,
84.766,Random player,Insert,677,1,B,10,99,G,
84.766,Random player,Insert,678,1,A,10,100,G,
84.766,Extorter,Trade,677,1,B,10,100,,-20
84.766,Extorter,Hedge,677,0,A,10,100.0,,
84.766,Random player,Trade,678,1,A,10,100,,40
84.766,Random player,Hedge,678,0,B,10,100.0,,
85.0,,Insert,682,1,B,9,101,G,
85.0,Extorter,Trade,678,1,A,9,101,,-18
85.0,Extorter,Hedge,678,0,B,9,100.0,,
85.0,,Insert,683,1,A,9,99,G,
85.0,Random player,Trade,677,1,B,9,99,,-18
85.0,Random player,Hedge,677,0,A,9,100.0,,
85.016,Random player,Cancel,677,,,-1,,,
85.016,Extorter,Cancel,678,,,-1,,,
85.016,Extorter,Insert,679,1,B,10,99,G,
85.016,Random player,Insert,679,1,B,10,99,G,
85.016,Random player,Insert,680,1,A,10,100,G,
85.016,Extorter,Insert,680,1,A,10,101,G,
85.25,Random player,Cancel,679,,,-10,,,
85.25,Random player,Cancel,680,,,-10,,,
85.25,Extorter,Cancel,679,,,-10,,,
85.25,Extorter,Cancel,680,,,-10,,,
85.25,Extorter,Insert,681,1,B,10,100,G,
85.25,Extorter,Insert,682,1,A,10,101,G,
85.25,Random player,Insert,681,1,B,10,99,G,
85.25,Random player,Insert,682,1,A,10,101,G,
85.25,,Insert,684,1,B,9,101,G,
85.25,Extorter,Trade,682,1,A,9,101,,-18
85.25,Extorter,Hedge,682,0,B,9,100.0,,
85.25,,Insert,685,1,A,9,99,G,
85.25,Extorter,Trade,681,1,B,9,100,,-18
85.25,Extorter,Hedge,681,0,A,9,100.0,,
85.5,,Insert,686,1,B,9,101,G,
85.5,Extorter,Trade,682,1,A,1,101,,-2
85.5,Extorter,Hedge,682,0,B,1,100.0,,
85.5,Random player,Trade,682,1,A,8,101,,-16
85.5,Random player,Hedge,682,0,B,8,100.0,,
85.5,,Insert,687,1,A,9,99,G,
85.5,Extorter,Trade,681,1,B,1,100,,-2
85.5,Extorter,Hedge,681,0,A,1,100.0,,
85.5,Random player,Trade,681,1,B,8,99,,-16
85.5,Random player,Hedge,681,0,A,8,100.0,,
85.516,Random player,Cancel,681,,,-2,,,
85.516,Random player,Cancel,682,,,-2,,,
85.516,Extorter,Insert,683,1,B,10,99,G,
85.516,Extorter,Insert,684,1,A,10,101,G,
85.516,Random player,Insert,683,1,B,10,100,G,
85.516,Random player,Insert,684,1,A,10,101,G,
85.75,,Insert,688,1,B,9,101,G,
85.75,Extorter,Trade,684,1,A,9,101,,-18
85.75,Extorter,Hedge,684,0,B,9,100.0,,
85.75,,Insert,689,1,A,9,99,G,
85.75,Random player,Trade,683,1,B,9,100,,-18
85.75,Random player,Hedge,683,0,A,9,100.0,,
85.766,Random player,Cancel,683,,,-1,,,
85.766,Extorter,Cancel,683,,,-10,,,
85.766,Extorter,Cancel,684,,,-1,,,
85.766,Random player,Cancel,684,,,-10,,,
85.766,Random player,Insert,685,1,B,10,99,G,
85.766,Random player,Insert,686,1,A,10,101,G,
85.766,Extorter,Insert,685,1,B,10,99,G,
85.766,Extorter,Insert,686,1,A,10,100,G,
86.0,,Insert,690,1,B,9,101,G,
86.0,Extorter,Trade,686,1,A,9,100,,-18
86.0,Extorter,Hedge,686,0,B,9,100.0,,
86.0,,Insert,691,1,A,9,99,G,
86.0,Random player,Trade,685,1,B,9,99,,-18
86.0,Random player,Hedge,685,0,A,9,100.0,,
86.016,Extorter,Cancel,685,,,-10,,,
86.016,Extorter,Cancel,686,,,-1,,,
86.016,Random player,Cancel,685,,,-1,,,
86.016,Random player,Cancel,686,,,-10,,,
86.016,Random player,Insert,687,1,B,10,99,G,
86.016,Random player,Insert,688,1,A,10,101,G,
86.016,Extorter,Insert,687,1,B,10,99,G,
86.016,Extorter,Insert,688,1,A,10,101,G,
86.25,,Insert,692,1,B,9,101,G,
86.25,Random player,Trade,688,1,A,9,101,,-18
86.25,Random player,Hedge,688,0,B,9,100.0,,
86.25,,Insert,693,1,A,9,99,G,
86.25,Random player,Trade,687,1,B,9,99,,-18
86.25,Random player,Hedge,687,0,A,9,100.0,,
86.266,Extorter,Cancel,687,,,-10,,,
86.266,Extorter,Cancel,688,,,-10,,,
86.266,Random player,Cancel,687,,,-1,,,
86.266,Random player,Cancel,688,,,-1,,,
86.266,Extorter,Insert,689,1,B,10,99,G,
86.266,Extorter,Insert,690,1,A,10,101,G,
86.266,Random player,Insert,689,1,B,10,100,G,
86.266,Random player,Insert,690,1,A,10,101,G,
86.5,,Insert,694,1,B,9,101,G,
86.5,Extorter,Trade,690,1,A,9,101,,-18
86.5,Extorter,Hedge,690,0,B,9,100.0,,
86.5,,Insert,695,1,A,9,99,G,
86.5,Random player,Trade,689,1,B,9,100,,-18
86.5,Random player,Hedge,689,0,A,9,100.0,,
86.516,Extorter,Cancel,689,,,-10,,,
86.516,Extorter,Cancel,690,,,-1,,,
86.516,Random player,Cancel,689,,,-1,,,
86.516,Random player,Cancel,690,,,-10,,,
86.516,Random player,Insert,691,1,B,10,100,G,
86.516,Random player,Insert,692,1,A,10,101,G,
86.516,Extorter,Insert,691,1,B,10,99,G,
86.516,Extorter,Insert,692,1,A,10,101,G,
86.75,,Insert,696,1,B,9,101,G,
86.75,Random player,Trade,692,1,A,9,101,,-18
86.75,Random player,Hedge,692,0,B,9,100.0,,
86.75,,Insert,697,1,A,9,99,G,
86.75,Random player,Trade,691,1,B,9,100,,-18
86.75,Random player,Hedge,691,0,A,9,100.0,,
86.766,Extorter,Cancel,691,,,-10,,,
86.766,Extorter,Cancel,692,,,-10,,,
86.766,Random player,Cancel,691,,,-1,,,
86.766,Random player,Cancel,692,,,-1,,,
86.766,Extorter,Insert,693,1,B,10,100,G,
86.766,Extorter,Insert,694,1,A,10,101,G,
86.766,Random player,Insert,693,1,B,10,99,G,
86.766,Random player,Insert,694,1,A,10,101,G,
87.0,Random player,Cancel,693,,,-10,,,
87.0,Random player,Cancel,694,,,-10,,,
87.0,Extorter,Cancel,693,,,-10,,,
87.0,Extorter,Cancel,694,,,-10,,,
87.0,Extorter,Insert,695,1,B,10,99,G,
87.0,Extorter,Insert,696,1,A,10,101,G,
87.0,Random player,Insert,695,1,B,10,99,G,
87.0,Random player,Insert,696,1,A,10,101,G,
87.0,,Insert,698,1,B,9,101,G,
87.0,Extorter,Trade,696,1,A,9,101,,-18
87.0,Extorter,Hedge,696,0,B,9,100.0,,
87.0,,Insert,699,1,A,9,99,G,
87.0,Extorter,Trade,695,1,B,9,99,,-18
87.0,Extorter,Hedge,695,0,A,9,100.0,,
87.25,,Insert,700,1,B,9,101,G,
87.25,Extorter,Trade,696,1,A,1,101,,-2
87.25,Extorter,Hedge,696,0,B,1,100.0,,
87.25,Random player,Trade,696,1,A,8,101,,-16
87.25,Random player,Hedge,696,0,B,8,100.0,,
87.25,,Insert,701,1,A,9,99,G,
87.25,Extorter,Trade,695,1,B,1,99,,-2
87.25,Extorter,Hedge,695,0,A,1,100.0,,
87.25,Random player,Trade,695,1,B,8,99,,-16
87.25,Random player,Hedge,695,0,A,8,100.0,,
87.266,Random player,Cancel,695,,,-2,,,
87.266,Random player,Cancel,696,,,-2,,,
87.266,Random player,Insert,697,1,B,10,99,G,
87.266,Extorter,Insert,697,1,B,10,100,G,
87.266,Extorter,Insert,698,1,A,10,101,G,
87.266,Random player,Insert,698,1,A,10,101,G,
87.5,,Insert,702,1,B,9,101,G,
87.5,Extorter,Trade,698,1,A,9,101,,-18
87.5,Extorter,Hedge,698,0,B,9,100.0,,
87.5,,Insert,703,1,A,9,99,G,
87.5,Extorter,Trade,697,1,B,9,100,,-18
87.5,Extorter,Hedge,697,0,A,9,100.0,,
87.516,Random player,Cancel,697,,,-10,,,
87.516,Extorter,Cancel,697,,,-1,,,
87.516,Extorter,Cancel,698,,,-1,,,
87.516,Random player,Cancel,698,,,-10,,,
87.516,Random player,Insert,699,1,B,10,99,G,
87.516,Random player,Insert,700,1,A,10,100,G,
87.516,Extorter,Insert,699,1,B,10,99,G,
87.516,Extorter,Insert,700,1,A,10,101,G,
87.75,Random player,Cancel,699,,,-10,,,
87.75,Extorter,Cancel,699,,,-10,,,
87.75,Extorter,Cancel,700,,,-10,,,
87.75,Random player,Cancel,700,,,-10,,,
87.75,,Insert,704,1,B,9,101,G,
87.75,,Insert,705,1,A,9,99,G,
87.766,Random player,Insert,701,1,B,10,99,G,
87.766,Random player,Insert,702,1,A,10,100,G,
87.766,Extorter,Insert,701,1,B,10,99,G,
87.766,Extorter,Insert,702,1,A,10,100,G,
88.0,Random player,Cancel,701,,,-10,,,
88.0,Random player,Cancel,702,,,-10,,,
88.0,Extorter,Cancel,701,,,-10,,,
88.0,Extorter,Cancel,702,,,-10,,,
88.0,Extorter,Insert,703,1,B,10,99,G,
88.0,Extorter,Insert,704,1,A,10,100,G,
88.0,Random player,Insert,703,1,B,10,100,G,
88.0,Extorter,Trade,704,1,A,10,100,,-20
88.0,Extorter,Hedge,704,0,B,10,100.0,,
88.0,Random player,Trade,703,1,B,10,100,,40
88.0,Random player,Hedge,703,0,A,10,100.0,,
88.0,Random player,Insert,704,1,A,10,101,G,
88.0,,Insert,706,1,B,9,101,G,
88.0,Random player,Trade,704,1,A,9,101,,-18
88.0,Random player,Hedge,704,0,B,9,100.0,,
88.0,,Insert,707,1,A,9,99,G,
88.0,Extorter,Trade,703,1,B,9,99,,-18
88.0,Extorter,Hedge,703,0,A,9,100.0,,
88.25,,Insert,708,1,B,9,101,G,
88.25,Random player,Trade,704,1,A,1,101,,-2
88.25,Random player,Hedge,704,0,B,1,100.0,,
88.25,,Insert,709,1,A,9,99,G,
88.25,Extorter,Trade,703,1,B,1,99,,-2
88.25,Extorter,Hedge,703,0,A,1,100.0,,
88.266,Random player,Insert,705,1,B,10,99,G,
88.266,Extorter,Insert,705,1,B,10,100,G,
88.266,Extorter,Insert,706,1,A,10,101,G,
88.266,Random player,Insert,706,1,A,10,100,G,
88.266,Extorter,Trade,705,1,B,10,100,,-20
88.266,Extorter,Hedge,705,0,A,10,100.0,,
88.266,Random player,Trade,706,1,A,10,100,,40
88.266,Random player,Hedge,706,0,B,10,100.0,,
88.5,,Insert,710,1,B,9,101,G,
88.5,Extorter,Trade,706,1,A,9,101,,-18
88.5,Extorter,Hedge,706,0,B,9,100.0,,
88.5,,Insert,711,1,A,9,99,G,
88.5,Random player,Trade,705,1,B,9,99,,-18
88.5,Random player,Hedge,705,0,A,9,100.0,,
88.516,Random player,Cancel,705,,,-1,,,
88.516,Extorter,Cancel,706,,,-1,,,
88.516,Random player,Insert,707,1,B,10,100,G,
88.516,Extorter,Insert,707,1,B,10,99,G,
88.516,Extorter,Insert,708,1,A,10,101,G,
88.516,Random player,Insert,708,1,A,10,101,G,
88.75,Extorter,Cancel,707,,,-10,,,
88.75,Extorter,Cancel,708,,,-10,,,
88.75,Extorter,Insert,709,1,B,10,100,G,
88.75,Extorter,Insert,710,1,A,10,101,G,
88.75,Random player,Cancel,707,,,-10,,,
88.75,Random player,Cancel,708,,,-10,,,
88.75,Random player,Insert,709,1,B,10,99,G,
88.75,Random player,Insert,710,1,A,10,101,G,
88.75,,Insert,712,1,B,9,101,G,
88.75,Extorter,Trade,710,1,A,9,101,,-18
88.75,Extorter,Hedge,710,0,B,9,100.0,,
88.75,,Insert,713,1,A,9,99,G,
88.75,Extorter,Trade,709,1,B,9,100,,-18
88.75,Extorter,Hedge,709,0,A,9,100.0,,
89.0,,Insert,714,1,B,9,101,G,
89.0,Extorter,Trade,710,1,A,1,101,,-2
89.0,Extorter,Hedge,710,0,B,1,100.0,,
89.0,Random player,Trade,710,1,A,8,101,,-16
89.0,Random player,Hedge,710,0,B,8,100.0,,
89.0,,Insert,715,1,A,9,99,G,
89.0,Extorter,Trade,709,1,B,1,100,,-2
89.0,Extorter,Hedge,709,0,A,1,100.0,,
89.0,Random player,Trade,709,1,B,8,99,,-16
89.0,Random player,Hedge,709,0,A,8,100.0,,
89.016,Random player,Cancel,709,,,-2,,,
89.016,Random player,Cancel,710,,,-2,,,
89.016,Extorter,Insert,711,1,B,10,99,G,
89.016,Extorter,Insert,712,1,A,10,101,G,
